商品,variant,sku,Product GID,Variant GID,status,分類,old_price,new_price
フランネル ブランケット,ピンキー / 150×200cm（約820g）,c646487cc16b82f676032ade9d67ff55,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057397488,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,ピンキー / 180×200cm（約950g）,f1feee9899f613978975ee1adfaefe36,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057430256,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,フルーツグリーン / 100×150cm（約390g）,2e8684b072b42006fb02724ee58d3213,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057528560,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,フルーツグリーン / 150×200cm（約820g）,3251606a990845aef651d2ad9fadf748,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057561328,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,フルーツグリーン / 180×200cm（約950g）,66d8ea11eba5ee0ce2b7b7b7b0e31660,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057594096,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,カーキ / 100×150cm（約390g）,f9ec1cd11bafd890b7f55f59a789ff06,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057692400,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,カーキ / 150×200cm（約820g）,c913286878c0dfb3693ccb409a458ddf,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057725168,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,カーキ / 180×200cm（約950g）,dfb471855e0606419c6bef5bc00359fb,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057757936,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,ブルーグレー / 100×150cm（約390g）,1197ee2cdeea09dccfbb51439b8b4f15,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057856240,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,ブルーグレー / 150×200cm（約820g）,1d3ecc01bf4ae9cd69951920a662f826,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057889008,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,ブルーグレー / 180×200cm（約950g）,4a3bc10f14e4c1ce6cd037cf909d4291,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296057921776,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,オフホワイト / 100×150cm（約390g）,55440b7f0d45a7a0fc14e08952a8d76d,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058020080,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,オフホワイト / 150×200cm（約820g）,e47a06781d253236d1113288a722b998,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058052848,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,オフホワイト / 180×200cm（約950g）,b6363a92b7a64b03eed32322b6515cb2,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058085616,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,カラメル / 100×150cm（約390g）,e90ba25225f6287e4549dd2772c7dfbe,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058183920,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,カラメル / 150×200cm（約820g）,db3b3aeed211745fd805473087efb4c0,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058216688,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,カラメル / 180×200cm（約950g）,5007adb61e1ed4a493a48f67b171aa22,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058249456,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,フォググレー / 100×150cm（約390g）,c4584d40eeed582143775e8ec675c943,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058347760,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,フォググレー / 150×200cm（約820g）,142eb05285cad0a4ab99342734d5801d,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058380528,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,フォググレー / 180×200cm（約950g）,bdfedfa8a7216b2b44d2c1f39498225e,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058413296,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,ライトグレー / 100×150cm（約390g）,0aeadce8618637984c4ccdd619804b74,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058511600,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,ライトグレー / 150×200cm（約820g）,0d4d0b49ecfad1aa9d9eecfa80d87361,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058544368,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,ライトグレー / 180×200cm（約950g）,128863319c7884484770419caa56efa9,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058577136,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,イエロー / 100×150cm（約390g）,d6bdcee64f5750d6950fab1173e82c0f,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058675440,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,イエロー / 150×200cm（約820g）,0bfde4a02208f5e75f575e54cbb29e74,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058708208,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,イエロー / 180×200cm（約950g）,83632dbf2bc5c22665ddaad80fcf3e78,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058740976,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,バイオレット / 100×150cm（約390g）,1e44264a5c02b85dff99e19db7947ec5,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058839280,ACTIVE,MULTI_BUY,3480,2980
フランネル ブランケット,バイオレット / 150×200cm（約820g）,019ce43de93970505071df6e000bf6cb,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058872048,ACTIVE,MULTI_BUY,4480,3980
フランネル ブランケット,バイオレット / 180×200cm（約950g）,e9435186290cd889a961fef393727ba3,gid://shopify/Product/10218005364976,gid://shopify/ProductVariant/50296058904816,ACTIVE,MULTI_BUY,4480,3980
ベルベット クッション,ブラウン ブリック×スワロー / 45×45cm（中材付き）,6fd500457bd1f317ddc02d7b923b42b3,gid://shopify/Product/10218009133296,gid://shopify/ProductVariant/50296092885232,ACTIVE,MULTI_BUY,5980,5480
ベルベット クッション,ブラウン ペンシルライン / 45×45cm（中材付き）,6aa6f7ab0481865d7d6e0bf7fc187b01,gid://shopify/Product/10218009133296,gid://shopify/ProductVariant/50296093212912,ACTIVE,MULTI_BUY,7980,6980
ベルベット クッション,ブラウン フォレストカット / 45×45cm（中材付き）,7056521c8f86ed6957cd85a002691079,gid://shopify/Product/10218009133296,gid://shopify/ProductVariant/50296093278448,ACTIVE,MULTI_BUY,5980,5480
ベルベット クッション,カーキ ブラッシュ / 45×45cm（中材付き）,bf72544adaf473a942916db1d2141e13,gid://shopify/Product/10218009133296,gid://shopify/ProductVariant/50296093475056,ACTIVE,MULTI_BUY,5980,5480
ベルベット クッション,ブラウン コーデュロイチェック / 45×45cm（中材付き）,fc5e2d506080f3c64a6f81271d29d5f4,gid://shopify/Product/10218009133296,gid://shopify/ProductVariant/50296093606128,ACTIVE,MULTI_BUY,7980,6980
ベルベット クッション,カーキ ベルベット / 45×45cm（中材付き）,87d03e70e06ae732ef0f1abd8affa152,gid://shopify/Product/10218009133296,gid://shopify/ProductVariant/50296094032112,ACTIVE,MULTI_BUY,5480,4980
ベルベット クッション,ブラウン レースジオメトリック / 45×45cm（中材付き）,554cce8f88b4583bc3c5e7feeb2dbbca,gid://shopify/Product/10218009133296,gid://shopify/ProductVariant/50296094228720,ACTIVE,MULTI_BUY,6980,6480
ベルベット クッション,カーキ バーチカルプリーツ / 45×45cm（中材付き）,41edc84f3cc23581fdfc96c5811b355f,gid://shopify/Product/10218009133296,gid://shopify/ProductVariant/50296094753008,ACTIVE,MULTI_BUY,5980,5480
ボア ラウンジチェア,ベージュ,0a0fc2d46443c2e16a54e3ff49f0d2bd,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394219760,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,グレー,56d9696e4dc74f4a7062e0af60f5b710,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394252528,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,フルーツグリーン,aa2ddd95d709c8ccb1d4c4cb849f4002,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394285296,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,イエロー,a6355ed0ed32e0a1c93d4c19610b9831,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394318064,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,カーキ,f2bc85459e87fd2567f20b614e5fd142,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394350832,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,グリーン,3ba42d820cbf5cc93a739139e10d7705,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394383600,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,ピンク,6cfc096b7b342f9737a86e61d5cddf2e,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394416368,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,パープル,379608d81e12eadc08063b43e5cc07cf,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394449136,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,ライトブルー,03b4705ba099fa466c30e537123d903f,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394481904,ACTIVE,SUMMER_SALE,16480,14980
ボア ラウンジチェア,ブラウン,9b04a9e2ea4eaf2cb15ed2528450e69d,gid://shopify/Product/10218058350832,gid://shopify/ProductVariant/50296394514672,ACTIVE,SUMMER_SALE,16480,14980
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / ゴールド,50ff41261ae8e82cd2d346387eb4b6d6,gid://shopify/Product/10218008248560,gid://shopify/ProductVariant/50296081252592,ACTIVE,SUMMER_SALE,10480,9980
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / シルバー,4da199691f98857117fa7b188dcd9858,gid://shopify/Product/10218008248560,gid://shopify/ProductVariant/50296081285360,ACTIVE,SUMMER_SALE,10480,9980
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / ローズゴールド,74f1a59143a7e816aeb9990c394019a2,gid://shopify/Product/10218008248560,gid://shopify/ProductVariant/50296081318128,ACTIVE,SUMMER_SALE,10480,9980
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / バーガンディ,2634ae17339667740d151c3ecb342a11,gid://shopify/Product/10218008248560,gid://shopify/ProductVariant/50296081350896,ACTIVE,SUMMER_SALE,10480,9980
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / ダークグリーン,c35ba17c20ac64feee2c9561b04cbf81,gid://shopify/Product/10218008248560,gid://shopify/ProductVariant/50296081383664,ACTIVE,SUMMER_SALE,10480,9980
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / ライムブルー,0626459e8d49f0b09793d5e42184c6b6,gid://shopify/Product/10218008248560,gid://shopify/ProductVariant/50296081416432,ACTIVE,SUMMER_SALE,10480,9980
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / グレー,0321a46c69856508f6a0936ba1bc3f24,gid://shopify/Product/10218008248560,gid://shopify/ProductVariant/50296081449200,ACTIVE,SUMMER_SALE,10480,9980
ミニ アラームクロック,エメラルド,96215d76d010f2bce216f9d25b42a668,gid://shopify/Product/10218008346864,gid://shopify/ProductVariant/50296082006256,ACTIVE,MULTI_BUY,4980,4480
ミニ アラームクロック,ライトパープル,a90106aa715a3314950bbf33f04689f8,gid://shopify/Product/10218008346864,gid://shopify/ProductVariant/50296082039024,ACTIVE,MULTI_BUY,4980,4480
ミニ アラームクロック,オフホワイト,8e3c7acb378cf2d2d55ae2e36d73683b,gid://shopify/Product/10218008346864,gid://shopify/ProductVariant/50296082071792,ACTIVE,MULTI_BUY,4980,4480
ミニ アラームクロック,ピンク,d34f601bfbf06254c15df02d7d7da5b5,gid://shopify/Product/10218008346864,gid://shopify/ProductVariant/50296082104560,ACTIVE,MULTI_BUY,4980,4480
モコ ラウンジチェア,コーデュロイ グリーン,63173a7685901fbd0c7cb7001128b9ee,gid://shopify/Product/10218008051952,gid://shopify/ProductVariant/50296079188208,ACTIVE,SUMMER_SALE,42480,39980
モコ ラウンジチェア,コーデュロイ ブラック,5b32b11e70a805b50f796508726ebeeb,gid://shopify/Product/10218008051952,gid://shopify/ProductVariant/50296079220976,ACTIVE,SUMMER_SALE,42480,39980
モコ ラウンジチェア,コーデュロイ ホワイト,e4c41b8d8d59f66b1c7917c8084f0dfe,gid://shopify/Product/10218008051952,gid://shopify/ProductVariant/50296079253744,ACTIVE,SUMMER_SALE,42480,39980
モコ ラウンジチェア,コーデュロイ キャラメル,f2123ac36bda669c3fa1ba7c9a3d2d54,gid://shopify/Product/10218008051952,gid://shopify/ProductVariant/50296079286512,ACTIVE,SUMMER_SALE,42480,39980
モコ ラウンジチェア,コーデュロイ ブルー,6d7c1d2d5fc36ef37c3541493f0dad97,gid://shopify/Product/10218008051952,gid://shopify/ProductVariant/50296079319280,ACTIVE,SUMMER_SALE,42480,39980
モコ ラウンジチェア,コーデュロイ オレンジ,c52362be9d60328c2754c8bd5b6f7a8e,gid://shopify/Product/10218008051952,gid://shopify/ProductVariant/50296079515888,ACTIVE,SUMMER_SALE,42480,39980
レジン スカルプチャーオブジェ,18CM マルセイユ,b9bd5c1034a5dcb2891e32a6a6df4368,gid://shopify/Product/10218009166064,gid://shopify/ProductVariant/50296094884080,ACTIVE,MULTI_BUY,3980,3480
レジン スカルプチャーオブジェ,15センチデビッド,6f718b090047f87d13987ada61115234,gid://shopify/Product/10218009166064,gid://shopify/ProductVariant/50296094949616,ACTIVE,MULTI_BUY,3980,3480
レジン スカルプチャーオブジェ,15センチメートルアポロ,c13c9a63c3ef9bf9efa4e8b75ab0e914,gid://shopify/Product/10218009166064,gid://shopify/ProductVariant/50296095047920,ACTIVE,MULTI_BUY,3980,3480
ロロ サイドテーブル,イエロー,cc7f970733f1f71ee4a03c394c855fcb,gid://shopify/Product/10218057924848,gid://shopify/ProductVariant/50296391532784,ACTIVE,SUMMER_SALE,20980,19980
ロロ サイドテーブル,ブラック,95d874d1d07cb6db1f02970b435c6e62,gid://shopify/Product/10218057924848,gid://shopify/ProductVariant/50296391565552,ACTIVE,SUMMER_SALE,20980,19980
ロロ サイドテーブル,ホワイト,ef809f15a456dce687bdf9bca30f4a23,gid://shopify/Product/10218057924848,gid://shopify/ProductVariant/50296391598320,ACTIVE,SUMMER_SALE,20980,19980
ロンド コーヒーテーブル,ウォールナット × ブラック脚 50cm / 組み立て式,da2ba66aab28abeb0e68028421b986a5,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065523952,ACTIVE,SUMMER_SALE,27480,26980
ロンド コーヒーテーブル,マットブラック × ブラック脚 50cm / 組み立て式,73e99259ea217a46565ce5c25895c775,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065589488,ACTIVE,SUMMER_SALE,27480,26980
ロンド コーヒーテーブル,ホワイト × ブラック脚 50cm / 組み立て式,3ce337b18dce0b9cf2ac313d2f16567f,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065655024,ACTIVE,SUMMER_SALE,27480,26980
ロンド コーヒーテーブル,ウォールナット × ホワイト脚 50cm / 組み立て式,dd73b33abda994be14ce76419b399f6a,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065720560,ACTIVE,SUMMER_SALE,27480,26980
ロンド コーヒーテーブル,マットブラック × ホワイト脚 50cm / 組み立て式,a9762ad4df1c2ef94b333d036f15fb72,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065786096,ACTIVE,SUMMER_SALE,27480,26980
ロンド コーヒーテーブル,ホワイト × ホワイト脚 50cm / 組み立て式,a7745707d9a29d49de867ad36b9300d3,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065851632,ACTIVE,SUMMER_SALE,27480,26980
ロンド コーヒーテーブル,ウォールナット × ブラック脚 60cm / 組み立て式,01a6c2162acdfd3fb5bf6b9d4b7a38ec,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065917168,ACTIVE,SUMMER_SALE,30480,29980
ロンド コーヒーテーブル,マットブラック × ブラック脚 60cm / 組み立て式,2e891102d31893d4ace0f0b308986ca0,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065949936,ACTIVE,SUMMER_SALE,30480,29980
ロンド コーヒーテーブル,ウォールナット × ホワイト脚 60cm / 組み立て式,16579d5d3d8ae241b5e8f1cf0815b9b4,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296065982704,ACTIVE,SUMMER_SALE,30480,29980
ロンド コーヒーテーブル,ホワイト × ブラック脚 60cm / 組み立て式,370cd7ae54df6b3d0627793153b57e89,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296066015472,ACTIVE,SUMMER_SALE,30480,29980
ロンド コーヒーテーブル,マットブラック × ホワイト脚 60cm / 組み立て式,a5e3876532b73d5ccb8147858be445ce,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296066048240,ACTIVE,SUMMER_SALE,30480,29980
ロンド コーヒーテーブル,ホワイト × ホワイト脚 60cm / 組み立て式,3e7606c8d1f6da37581ab19849a34061,gid://shopify/Product/10218006577392,gid://shopify/ProductVariant/50296066081008,ACTIVE,SUMMER_SALE,30480,29980
手編みコースター,直径12センチのマウス,e4c1bbed3ed125e09f392c2835b64634,gid://shopify/Product/10218057990384,gid://shopify/ProductVariant/50296392253680,ACTIVE,MULTI_BUY,3480,2980
手編みコースター,アプリコットリス直径12cm,4e26c52e09e526d4e4e7aa0a006e7b8e,gid://shopify/Product/10218057990384,gid://shopify/ProductVariant/50296392286448,ACTIVE,MULTI_BUY,3480,2980
手編みコースター,カエルの直径は12cmです,f66ade5d5c4d93f26d8e63fce6e03096,gid://shopify/Product/10218057990384,gid://shopify/ProductVariant/50296392351984,ACTIVE,MULTI_BUY,3480,2980
手編みコースター,直径12cmのピンクリス,d1950deb7ed9a7f3d33b9f283826ed36,gid://shopify/Product/10218057990384,gid://shopify/ProductVariant/50296392450288,ACTIVE,MULTI_BUY,3480,2980
手編みコースター,トカゲ 12 センチ,985d44c5315c47c3f94288d945554b6f,gid://shopify/Product/10218057990384,gid://shopify/ProductVariant/50296392614128,ACTIVE,MULTI_BUY,3980,3480
手編みコースター,12cm ダック,4df925651476dd0fc36d6f6c6ccc7afb,gid://shopify/Product/10218057990384,gid://shopify/ProductVariant/50296392712432,ACTIVE,MULTI_BUY,3480,2980
手編みコースター,明るい色のカメ,8357c023c320a6691fc995f931fdea8f,gid://shopify/Product/10218057990384,gid://shopify/ProductVariant/50296392810736,ACTIVE,MULTI_BUY,3980,3480
