商品,variant,sku,status,tier,cat,分類,ship_bucket,ship_est,ckb_cost,推定着地原価,cost_source,Sale除外,現価格,新通常価格,備考,PAIR対象,通常_売価,通常_粗利額,通常_粗利率,通常_限界利益,通常_BE_ROAS,通常_CPA上限,通常_返金引当,通常_倍率,SummerSale10_売価,SummerSale10_粗利額,SummerSale10_粗利率,SummerSale10_限界利益,SummerSale10_BE_ROAS,SummerSale10_CPA上限,SummerSale10_返金引当,SummerSale10_倍率,MB2点_売価,MB2点_粗利額,MB2点_粗利率,MB2点_限界利益,MB2点_BE_ROAS,MB2点_CPA上限,MB2点_返金引当,MB2点_倍率,MB3点以上_売価,MB3点以上_粗利額,MB3点以上_粗利率,MB3点以上_限界利益,MB3点以上_BE_ROAS,MB3点以上_CPA上限,MB3点以上_返金引当,MB3点以上_倍率,PAIR15_売価,PAIR15_粗利額,PAIR15_粗利率,PAIR15_限界利益,PAIR15_BE_ROAS,PAIR15_CPA上限,PAIR15_返金引当,PAIR15_倍率
フランネル ブランケット,カラメル / 100×150cm（約390g）,e90ba25225f6287e4549dd2772c7dfbe,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,2980,100x150cm,P-D,2980,1881,63.1%,1570,1.90,1099,204,2.71,,,,,,,,,2682,1583,59.0%,1297,2.07,908,189,2.44,2533,1434,56.6%,1161,2.18,813,182,2.30,2533,1434,56.6%,1161,2.18,813,182,2.30
フランネル ブランケット,カラメル / 150×200cm（約820g）,db3b3aeed211745fd805473087efb4c0,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2195,1.81,1537,268,2.90,,,,,,,,,3582,2208,61.6%,1831,1.96,1282,248,2.61,3383,2009,59.4%,1649,2.05,1155,238,2.46,3383,2009,59.4%,1649,2.05,1155,238,2.46
フランネル ブランケット,カラメル / 180×200cm（約950g）,5007adb61e1ed4a493a48f67b171aa22,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2143,1.86,1500,270,2.79,,,,,,,,,3582,2158,60.2%,1779,2.01,1245,250,2.52,3383,1959,57.9%,1597,2.12,1118,240,2.38,3383,1959,57.9%,1597,2.12,1118,240,2.38
フランネル ブランケット,フォググレー / 100×150cm（約390g）,c4584d40eeed582143775e8ec675c943,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,2980,100x150cm,P-D,2980,1881,63.1%,1570,1.90,1099,204,2.71,,,,,,,,,2682,1583,59.0%,1297,2.07,908,189,2.44,2533,1434,56.6%,1161,2.18,813,182,2.30,2533,1434,56.6%,1161,2.18,813,182,2.30
フランネル ブランケット,フォググレー / 150×200cm（約820g）,142eb05285cad0a4ab99342734d5801d,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2195,1.81,1537,268,2.90,,,,,,,,,3582,2208,61.6%,1831,1.96,1282,248,2.61,3383,2009,59.4%,1649,2.05,1155,238,2.46,3383,2009,59.4%,1649,2.05,1155,238,2.46
フランネル ブランケット,フォググレー / 180×200cm（約950g）,bdfedfa8a7216b2b44d2c1f39498225e,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2143,1.86,1500,270,2.79,,,,,,,,,3582,2158,60.2%,1779,2.01,1245,250,2.52,3383,1959,57.9%,1597,2.12,1118,240,2.38,3383,1959,57.9%,1597,2.12,1118,240,2.38
フランネル ブランケット,ライトグレー / 100×150cm（約390g）,0aeadce8618637984c4ccdd619804b74,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,2980,100x150cm,P-D,2980,1881,63.1%,1570,1.90,1099,204,2.71,,,,,,,,,2682,1583,59.0%,1297,2.07,908,189,2.44,2533,1434,56.6%,1161,2.18,813,182,2.30,2533,1434,56.6%,1161,2.18,813,182,2.30
フランネル ブランケット,ライトグレー / 150×200cm（約820g）,0d4d0b49ecfad1aa9d9eecfa80d87361,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2195,1.81,1537,268,2.90,,,,,,,,,3582,2208,61.6%,1831,1.96,1282,248,2.61,3383,2009,59.4%,1649,2.05,1155,238,2.46,3383,2009,59.4%,1649,2.05,1155,238,2.46
フランネル ブランケット,ライトグレー / 180×200cm（約950g）,128863319c7884484770419caa56efa9,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2143,1.86,1500,270,2.79,,,,,,,,,3582,2158,60.2%,1779,2.01,1245,250,2.52,3383,1959,57.9%,1597,2.12,1118,240,2.38,3383,1959,57.9%,1597,2.12,1118,240,2.38
フランネル ブランケット,イエロー / 100×150cm（約390g）,d6bdcee64f5750d6950fab1173e82c0f,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,2980,100x150cm,P-D,2980,1881,63.1%,1570,1.90,1099,204,2.71,,,,,,,,,2682,1583,59.0%,1297,2.07,908,189,2.44,2533,1434,56.6%,1161,2.18,813,182,2.30,2533,1434,56.6%,1161,2.18,813,182,2.30
フランネル ブランケット,イエロー / 150×200cm（約820g）,0bfde4a02208f5e75f575e54cbb29e74,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2195,1.81,1537,268,2.90,,,,,,,,,3582,2208,61.6%,1831,1.96,1282,248,2.61,3383,2009,59.4%,1649,2.05,1155,238,2.46,3383,2009,59.4%,1649,2.05,1155,238,2.46
フランネル ブランケット,イエロー / 180×200cm（約950g）,83632dbf2bc5c22665ddaad80fcf3e78,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2143,1.86,1500,270,2.79,,,,,,,,,3582,2158,60.2%,1779,2.01,1245,250,2.52,3383,1959,57.9%,1597,2.12,1118,240,2.38,3383,1959,57.9%,1597,2.12,1118,240,2.38
フランネル ブランケット,バイオレット / 100×150cm（約390g）,1e44264a5c02b85dff99e19db7947ec5,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,2980,100x150cm,P-D,2980,1881,63.1%,1570,1.90,1099,204,2.71,,,,,,,,,2682,1583,59.0%,1297,2.07,908,189,2.44,2533,1434,56.6%,1161,2.18,813,182,2.30,2533,1434,56.6%,1161,2.18,813,182,2.30
フランネル ブランケット,バイオレット / 150×200cm（約820g）,019ce43de93970505071df6e000bf6cb,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2195,1.81,1537,268,2.90,,,,,,,,,3582,2208,61.6%,1831,1.96,1282,248,2.61,3383,2009,59.4%,1649,2.05,1155,238,2.46,3383,2009,59.4%,1649,2.05,1155,238,2.46
フランネル ブランケット,バイオレット / 180×200cm（約950g）,e9435186290cd889a961fef393727ba3,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),,4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2143,1.86,1500,270,2.79,,,,,,,,,3582,2158,60.2%,1779,2.01,1245,250,2.52,3383,1959,57.9%,1597,2.12,1118,240,2.38,3383,1959,57.9%,1597,2.12,1118,240,2.38
プラッシュ クッション,両面-Wパターンベージュ / 45* 45センチメートル（コアなし）,da7295269ce19e20aa497af582e1a0bb,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,344,1144,推定(ckb_cost + ship_est),,3480,3480,価格設計対象外(除外_DRAFT),—,3480,2336,67.1%,1980,1.76,1386,231,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-W柄レザーパウダー / 45* 45センチメートル（コアなし）,a52fdeba31cb7e146072603005a52b5f,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,344,1144,推定(ckb_cost + ship_est),,3480,3480,価格設計対象外(除外_DRAFT),—,3480,2336,67.1%,1980,1.76,1386,231,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-Wパターン、グレー / 45* 45センチメートル（コアなし）,4e792efd816ff3ab09bc87f3e70446e8,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,344,1144,推定(ckb_cost + ship_est),,3480,3480,価格設計対象外(除外_DRAFT),—,3480,2336,67.1%,1980,1.76,1386,231,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-W柄、ライトブラウン / 45* 45センチメートル（コアなし）,8b6b1edfd7b7a99c731285c4f2e14ec6,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,344,1144,推定(ckb_cost + ship_est),,3480,3480,価格設計対象外(除外_DRAFT),—,3480,2336,67.1%,1980,1.76,1386,231,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-A字型フラワーベージュ / 45* 45センチメートル（コアなし）,a85c759b184efcad7b292631d65261c8,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,3480,価格設計対象外(除外_DRAFT),—,3480,2381,68.4%,2027,1.72,1419,229,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-A字型フラワースキンパウダー / 45* 45センチメートル（コアなし）,66c8fe9c01869bc1f56eca6cfd39e7c6,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,3480,価格設計対象外(除外_DRAFT),—,3480,2381,68.4%,2027,1.72,1419,229,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-A字型フラワーグレー / 45* 45センチメートル（コアなし）,a99d9ae1654d2d71d6cddb4e2cff040d,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,3480,価格設計対象外(除外_DRAFT),—,3480,2381,68.4%,2027,1.72,1419,229,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-A字型フラワーライトブラウン / 45* 45センチメートル（コアなし）,17086de7d4f1140ae2512316522deb20,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,3480,価格設計対象外(除外_DRAFT),—,3480,2381,68.4%,2027,1.72,1419,229,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ベルベット クッション,ブラウン ブリック×スワロー / 45×45cm（中材付き）,6fd500457bd1f317ddc02d7b923b42b3,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,1169,1969,推定(ckb_cost + ship_est),,5980,5480,CKB 1094-1169帯,P-D,5480,3511,64.1%,2941,1.86,2059,372,2.78,,,,,,,,,4932,2963,60.1%,2440,2.02,1708,345,2.50,4658,2689,57.7%,2190,2.13,1533,331,2.37,4658,2689,57.7%,2190,2.13,1533,331,2.37
ベルベット クッション,ブラウン ペンシルライン / 45×45cm（中材付き）,6aa6f7ab0481865d7d6e0bf7fc187b01,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,1719,2519,推定(ckb_cost + ship_est),,7980,6980,CKB 1694-1719帯,P-D,6980,4461,63.9%,3735,1.87,2614,475,2.77,,,,,,,,,6282,3763,59.9%,3097,2.03,2168,440,2.49,5933,3414,57.5%,2778,2.14,1944,423,2.36,5933,3414,57.5%,2778,2.14,1944,423,2.36
ベルベット クッション,ブラウン フォレストカット / 45×45cm（中材付き）,7056521c8f86ed6957cd85a002691079,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,1119,1919,推定(ckb_cost + ship_est),,5980,5480,CKB 1094-1169帯,P-D,5480,3561,65.0%,2994,1.83,2096,370,2.86,,,,,,,,,4932,3013,61.1%,2493,1.98,1745,343,2.57,4658,2739,58.8%,2242,2.08,1570,329,2.43,4658,2739,58.8%,2242,2.08,1570,329,2.43
ベルベット クッション,カーキ ブラッシュ / 45×45cm（中材付き）,bf72544adaf473a942916db1d2141e13,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,1094,1894,推定(ckb_cost + ship_est),,5980,5480,CKB 1094-1169帯,P-D,5480,3586,65.4%,3020,1.81,2114,369,2.89,,,,,,,,,4932,3038,61.6%,2519,1.96,1763,341,2.60,4658,2764,59.3%,2269,2.05,1588,328,2.46,4658,2764,59.3%,2269,2.05,1588,328,2.46
ベルベット クッション,ブラウン コーデュロイチェック / 45×45cm（中材付き）,fc5e2d506080f3c64a6f81271d29d5f4,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,1694,2494,推定(ckb_cost + ship_est),,7980,6980,CKB 1694-1719帯,P-D,6980,4486,64.3%,3761,1.86,2633,474,2.80,,,,,,,,,6282,3788,60.3%,3123,2.01,2186,439,2.52,5933,3439,58.0%,2804,2.12,1963,421,2.38,5933,3439,58.0%,2804,2.12,1963,421,2.38
ベルベット クッション,カーキ ベルベット / 45×45cm（中材付き）,87d03e70e06ae732ef0f1abd8affa152,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,894,1694,推定(ckb_cost + ship_est),,5480,4980,CKB 894帯,P-D,4980,3286,66.0%,2773,1.80,1941,334,2.94,,,,,,,,,4482,2788,62.2%,2318,1.93,1622,309,2.65,4233,2539,60.0%,2090,2.03,1463,296,2.50,4233,2539,60.0%,2090,2.03,1463,296,2.50
ベルベット クッション,ブラウン レースジオメトリック / 45×45cm（中材付き）,554cce8f88b4583bc3c5e7feeb2dbbca,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,1494,2294,推定(ckb_cost + ship_est),,6980,6480,CKB 1494帯,P-D,6480,4186,64.6%,3514,1.84,2460,439,2.82,,,,,,,,,5832,3538,60.7%,2922,2.00,2045,406,2.54,5508,3214,58.4%,2626,2.10,1838,390,2.40,5508,3214,58.4%,2626,2.10,1838,390,2.40
ベルベット クッション,カーキ バーチカルプリーツ / 45×45cm（中材付き）,41edc84f3cc23581fdfc96c5811b355f,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,1144,1944,推定(ckb_cost + ship_est),,5980,5480,CKB 1094-1169帯,P-D,5480,3536,64.5%,2968,1.85,2077,371,2.82,,,,,,,,,4932,2988,60.6%,2467,2.00,1727,344,2.54,4658,2714,58.3%,2216,2.10,1551,330,2.40,4658,2714,58.3%,2216,2.10,1551,330,2.40
ボア ラウンジチェア,ベージュ,0a0fc2d46443c2e16a54e3ff49f0d2bd,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,グレー,56d9696e4dc74f4a7062e0af60f5b710,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,フルーツグリーン,aa2ddd95d709c8ccb1d4c4cb849f4002,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,イエロー,a6355ed0ed32e0a1c93d4c19610b9831,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,カーキ,f2bc85459e87fd2567f20b614e5fd142,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,グリーン,3ba42d820cbf5cc93a739139e10d7705,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,ピンク,6cfc096b7b342f9737a86e61d5cddf2e,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,パープル,379608d81e12eadc08063b43e5cc07cf,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,ライトブルー,03b4705ba099fa466c30e537123d903f,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
ボア ラウンジチェア,ブラウン,9b04a9e2ea4eaf2cb15ed2528450e69d,ACTIVE,tier-core,chair,SUMMER_SALE,中型,1750,1871,3621,推定(ckb_cost + ship_est),,16480,14980,Owner承認済み,—,14980,11359,75.8%,9890,1.51,6923,930,4.14,13482,9861,73.1%,8520,1.58,5964,855,3.72,,,,,,,,,,,,,,,,,,,,,,,,
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / ゴールド,50ff41261ae8e82cd2d346387eb4b6d6,ACTIVE,tier-brand-builder,lighting,SUMMER_SALE,中型,1750,1624,3374,推定(ckb_cost + ship_est),,10480,9980,Owner承認済み,P-6,9980,6606,66.2%,5579,1.79,3905,668,2.96,8982,5608,62.4%,4667,1.92,3267,618,2.66,,,,,,,,,,,,,,,,,8483,5109,60.2%,4211,2.01,2948,593,2.51
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / シルバー,4da199691f98857117fa7b188dcd9858,ACTIVE,tier-brand-builder,lighting,SUMMER_SALE,中型,1750,1624,3374,推定(ckb_cost + ship_est),,10480,9980,Owner承認済み,P-6,9980,6606,66.2%,5579,1.79,3905,668,2.96,8982,5608,62.4%,4667,1.92,3267,618,2.66,,,,,,,,,,,,,,,,,8483,5109,60.2%,4211,2.01,2948,593,2.51
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / ローズゴールド,74f1a59143a7e816aeb9990c394019a2,ACTIVE,tier-brand-builder,lighting,SUMMER_SALE,中型,1750,1624,3374,推定(ckb_cost + ship_est),,10480,9980,Owner承認済み,P-6,9980,6606,66.2%,5579,1.79,3905,668,2.96,8982,5608,62.4%,4667,1.92,3267,618,2.66,,,,,,,,,,,,,,,,,8483,5109,60.2%,4211,2.01,2948,593,2.51
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / バーガンディ,2634ae17339667740d151c3ecb342a11,ACTIVE,tier-brand-builder,lighting,SUMMER_SALE,中型,1750,1624,3374,推定(ckb_cost + ship_est),,10480,9980,Owner承認済み,P-6,9980,6606,66.2%,5579,1.79,3905,668,2.96,8982,5608,62.4%,4667,1.92,3267,618,2.66,,,,,,,,,,,,,,,,,8483,5109,60.2%,4211,2.01,2948,593,2.51
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / ダークグリーン,c35ba17c20ac64feee2c9561b04cbf81,ACTIVE,tier-brand-builder,lighting,SUMMER_SALE,中型,1750,1624,3374,推定(ckb_cost + ship_est),,10480,9980,Owner承認済み,P-6,9980,6606,66.2%,5579,1.79,3905,668,2.96,8982,5608,62.4%,4667,1.92,3267,618,2.66,,,,,,,,,,,,,,,,,8483,5109,60.2%,4211,2.01,2948,593,2.51
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / ライムブルー,0626459e8d49f0b09793d5e42184c6b6,ACTIVE,tier-brand-builder,lighting,SUMMER_SALE,中型,1750,1624,3374,推定(ckb_cost + ship_est),,10480,9980,Owner承認済み,P-6,9980,6606,66.2%,5579,1.79,3905,668,2.96,8982,5608,62.4%,4667,1.92,3267,618,2.66,,,,,,,,,,,,,,,,,8483,5109,60.2%,4211,2.01,2948,593,2.51
マッシュルーム コードレステーブルランプ,タッチ式・3色調光 / グレー,0321a46c69856508f6a0936ba1bc3f24,ACTIVE,tier-brand-builder,lighting,SUMMER_SALE,中型,1750,1624,3374,推定(ckb_cost + ship_est),,10480,9980,Owner承認済み,P-6,9980,6606,66.2%,5579,1.79,3905,668,2.96,8982,5608,62.4%,4667,1.92,3267,618,2.66,,,,,,,,,,,,,,,,,8483,5109,60.2%,4211,2.01,2948,593,2.51
ミニ アラームクロック,エメラルド,96215d76d010f2bce216f9d25b42a668,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,719,1519,推定(ckb_cost + ship_est),,4980,4480,Owner承認済み,P-B,4480,2961,66.1%,2500,1.79,1750,300,2.95,,,,,,,,,4032,2513,62.3%,2090,1.93,1463,278,2.65,3808,2289,60.1%,1886,2.02,1320,266,2.51,3808,2289,60.1%,1886,2.02,1320,266,2.51
ミニ アラームクロック,ライトパープル,a90106aa715a3314950bbf33f04689f8,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,719,1519,推定(ckb_cost + ship_est),,4980,4480,Owner承認済み,P-B,4480,2961,66.1%,2500,1.79,1750,300,2.95,,,,,,,,,4032,2513,62.3%,2090,1.93,1463,278,2.65,3808,2289,60.1%,1886,2.02,1320,266,2.51,3808,2289,60.1%,1886,2.02,1320,266,2.51
ミニ アラームクロック,オフホワイト,8e3c7acb378cf2d2d55ae2e36d73683b,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,719,1519,推定(ckb_cost + ship_est),,4980,4480,Owner承認済み,P-B,4480,2961,66.1%,2500,1.79,1750,300,2.95,,,,,,,,,4032,2513,62.3%,2090,1.93,1463,278,2.65,3808,2289,60.1%,1886,2.02,1320,266,2.51,3808,2289,60.1%,1886,2.02,1320,266,2.51
ミニ アラームクロック,ピンク,d34f601bfbf06254c15df02d7d7da5b5,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,719,1519,推定(ckb_cost + ship_est),,4980,4480,Owner承認済み,P-B,4480,2961,66.1%,2500,1.79,1750,300,2.95,,,,,,,,,4032,2513,62.3%,2090,1.93,1463,278,2.65,3808,2289,60.1%,1886,2.02,1320,266,2.51,3808,2289,60.1%,1886,2.02,1320,266,2.51
モコ ラウンジチェア,コーデュロイ グリーン,63173a7685901fbd0c7cb7001128b9ee,ACTIVE,tier-brand-builder,chair,SUMMER_SALE,中型,1750,10445,12195,推定(ckb_cost + ship_est),,42480,39980,Owner承認済み,—,39980,27785,69.5%,23737,1.68,16616,2609,3.28,35982,23787,66.1%,20083,1.79,14058,2409,2.95,,,,,,,,,,,,,,,,,,,,,,,,
モコ ラウンジチェア,コーデュロイ ブラック,5b32b11e70a805b50f796508726ebeeb,ACTIVE,tier-brand-builder,chair,SUMMER_SALE,中型,1750,10445,12195,推定(ckb_cost + ship_est),,42480,39980,Owner承認済み,—,39980,27785,69.5%,23737,1.68,16616,2609,3.28,35982,23787,66.1%,20083,1.79,14058,2409,2.95,,,,,,,,,,,,,,,,,,,,,,,,
モコ ラウンジチェア,コーデュロイ ホワイト,e4c41b8d8d59f66b1c7917c8084f0dfe,ACTIVE,tier-brand-builder,chair,SUMMER_SALE,中型,1750,10445,12195,推定(ckb_cost + ship_est),,42480,39980,Owner承認済み,—,39980,27785,69.5%,23737,1.68,16616,2609,3.28,35982,23787,66.1%,20083,1.79,14058,2409,2.95,,,,,,,,,,,,,,,,,,,,,,,,
モコ ラウンジチェア,コーデュロイ キャラメル,f2123ac36bda669c3fa1ba7c9a3d2d54,ACTIVE,tier-brand-builder,chair,SUMMER_SALE,中型,1750,10445,12195,推定(ckb_cost + ship_est),,42480,39980,Owner承認済み,—,39980,27785,69.5%,23737,1.68,16616,2609,3.28,35982,23787,66.1%,20083,1.79,14058,2409,2.95,,,,,,,,,,,,,,,,,,,,,,,,
モコ ラウンジチェア,コーデュロイ ブルー,6d7c1d2d5fc36ef37c3541493f0dad97,ACTIVE,tier-brand-builder,chair,SUMMER_SALE,中型,1750,10445,12195,推定(ckb_cost + ship_est),,42480,39980,Owner承認済み,—,39980,27785,69.5%,23737,1.68,16616,2609,3.28,35982,23787,66.1%,20083,1.79,14058,2409,2.95,,,,,,,,,,,,,,,,,,,,,,,,
モコ ラウンジチェア,コーデュロイ オレンジ,c52362be9d60328c2754c8bd5b6f7a8e,ACTIVE,tier-brand-builder,chair,SUMMER_SALE,中型,1750,10445,12195,推定(ckb_cost + ship_est),,42480,39980,Owner承認済み,—,39980,27785,69.5%,23737,1.68,16616,2609,3.28,35982,23787,66.1%,20083,1.79,14058,2409,2.95,,,,,,,,,,,,,,,,,,,,,,,,
ルナ ウォールライト,電球色 / アンバー,a1fbf7b60e2bd020b62268f0acc8067d,DRAFT,tier-core,lighting,除外_DRAFT,中型,1750,,原価待ち,原価待ち,,9480,9480,価格設計対象外(除外_DRAFT),—,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ルナ ウォールライト,電球色 / クリアブラック,4163a48a2e32e05c8c3cd43f5a104b31,DRAFT,tier-core,lighting,除外_DRAFT,中型,1750,,原価待ち,原価待ち,,9480,9480,価格設計対象外(除外_DRAFT),—,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ルナ ウォールライト,電球色 / スモーキーグレー,92dcd1320191757f01b9d074e1781929,DRAFT,tier-core,lighting,除外_DRAFT,中型,1750,,原価待ち,原価待ち,,9480,9480,価格設計対象外(除外_DRAFT),—,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ルナ ウォールライト,電球色 / クリアホワイト,1f6927e71cd84c1de52982a4e1ef3ef1,DRAFT,tier-core,lighting,除外_DRAFT,中型,1750,,原価待ち,原価待ち,,9480,9480,価格設計対象外(除外_DRAFT),—,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
