product,status,variant,variant_id,price,bucket,cost_source,landed_est,sale,normal_price,normal_gp_rate,normal_mp5,normal_mp8,best_disc_price,best_disc_gp_rate,best_disc_mp5,best_disc_mp8,worst_price,worst_gp_rate,worst_mp5,worst_mp8,cpa_at_disc,be_roas_at_disc,mult_now
ロロ サイドテーブル,ACTIVE,イエロー,50296391532784,20480,大型,推定(ckb+ship_est),6904,SALE10,20480,0.663,11814,11200,18432,0.625,9942,9389,17932,0.615,9485,8947,6959,1.85,2.97
ロロ サイドテーブル,ACTIVE,ブラック,50296391565552,20480,大型,推定(ckb+ship_est),6904,SALE10,20480,0.663,11814,11200,18432,0.625,9942,9389,17932,0.615,9485,8947,6959,1.85,2.97
ロロ サイドテーブル,ACTIVE,ホワイト,50296391598320,20480,大型,推定(ckb+ship_est),6904,SALE10,20480,0.663,11814,11200,18432,0.625,9942,9389,17932,0.615,9485,8947,6959,1.85,2.97
ジャカード 中綿付きクッション,ACTIVE,イエロー ウェーブ / 45×45cm（中材付き）,50296391205104,3980,小物,推定(ckb+ship_est),1187,MB15,3980,0.702,2450,2331,3383,0.649,1905,1803,2883,0.588,1448,1361,1333,1.78,3.35
ジャカード 中綿付きクッション,ACTIVE,イエロー ダイヤグリッド / 45×45cm（中材付き）,50296391270640,3980,小物,推定(ckb+ship_est),1187,MB15,3980,0.702,2450,2331,3383,0.649,1905,1803,2883,0.588,1448,1361,1333,1.78,3.35
ジャカード 中綿付きクッション,ACTIVE,イエロー スモールスクエア / 45×45cm（中材付き）,50296391336176,3980,小物,推定(ckb+ship_est),1187,MB15,3980,0.702,2450,2331,3383,0.649,1905,1803,2883,0.588,1448,1361,1333,1.78,3.35
ジャカード 中綿付きクッション,ACTIVE,イエロー エコー / 45×45cm（中材付き）,50296391401712,3980,小物,推定(ckb+ship_est),1187,MB15,3980,0.702,2450,2331,3383,0.649,1905,1803,2883,0.588,1448,1361,1333,1.78,3.35
ジャカード 中綿付きクッション,ACTIVE,イエロー ヘリンボーン / 45×45cm（中材付き）,50296391467248,3980,小物,推定(ckb+ship_est),1187,MB15,3980,0.702,2450,2331,3383,0.649,1905,1803,2883,0.588,1448,1361,1333,1.78,3.35
フラワー キャットタワー,ACTIVE,花柄（花パーツ取り外し可）,50296441307376,30480,大型,推定(ckb+ship_est),10397,SALE10,30480,0.659,17461,16547,27432,0.621,14675,13852,26932,0.614,14218,13410,10273,1.87,2.93
フラワー キャットタワー,ACTIVE,ホワイト（花パーツ取り外し可）,50296441340144,30480,大型,推定(ckb+ship_est),10397,SALE10,30480,0.659,17461,16547,27432,0.621,14675,13852,26932,0.614,14218,13410,10273,1.87,2.93
ボア ラウンジチェア,ACTIVE,ベージュ,50296394219760,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,グレー,50296394252528,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,フルーツグリーン,50296394285296,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,イエロー,50296394318064,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,カーキ,50296394350832,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,グリーン,50296394383600,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,ピンク,50296394416368,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,パープル,50296394449136,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,ライトブルー,50296394481904,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
ボア ラウンジチェア,ACTIVE,ブラウン,50296394514672,15480,中型,推定(ckb+ship_est),3621,SALE10,15480,0.766,10527,10063,13932,0.74,9112,8694,13432,0.73,8655,8252,6378,1.53,4.28
コイル サイドテーブル,ACTIVE,レモンイエロー / 全高45cm（天板径34cm）,50296394121456,32480,大型,推定(ckb+ship_est),11021,SALE10,32480,0.661,18665,17691,29232,0.623,15697,14820,28732,0.616,15240,14378,10987,1.86,2.95
コイル サイドテーブル,ACTIVE,トゥルーレッド / 全高45cm（天板径34cm）,50296394154224,32480,大型,推定(ckb+ship_est),11021,SALE10,32480,0.661,18665,17691,29232,0.623,15697,14820,28732,0.616,15240,14378,10987,1.86,2.95
コイル サイドテーブル,ACTIVE,グリーン / 全高45cm（天板径34cm）,50296394186992,32480,大型,推定(ckb+ship_est),11021,SALE10,32480,0.661,18665,17691,29232,0.623,15697,14820,28732,0.616,15240,14378,10987,1.86,2.95
ガラスフラワー オブジェ,ACTIVE,ルビー（7点セット）,50296393662704,3980,小物,推定(ckb+ship_est),1231,MB15,3980,0.691,2406,2287,3383,0.636,1861,1759,2883,0.573,1404,1317,1302,1.82,3.23
ガラスフラワー オブジェ,ACTIVE,ブルー（7点セット）,50296393695472,3980,小物,推定(ckb+ship_est),1231,MB15,3980,0.691,2406,2287,3383,0.636,1861,1759,2883,0.573,1404,1317,1302,1.82,3.23
ガラスフラワー オブジェ,ACTIVE,ピンク（7点セット）,50296393728240,3980,小物,推定(ckb+ship_est),1231,MB15,3980,0.691,2406,2287,3383,0.636,1861,1759,2883,0.573,1404,1317,1302,1.82,3.23
ガラスフラワー オブジェ,ACTIVE,ホワイト（7点セット）,50296393826544,3980,小物,推定(ckb+ship_est),1231,MB15,3980,0.691,2406,2287,3383,0.636,1861,1759,2883,0.573,1404,1317,1302,1.82,3.23
ガラスフラワー オブジェ,ACTIVE,アンバー（7点セット）,50296393924848,3980,小物,推定(ckb+ship_est),1231,MB15,3980,0.691,2406,2287,3383,0.636,1861,1759,2883,0.573,1404,1317,1302,1.82,3.23
MORU フラワーラウンジ,ACTIVE,アイボリー,50279721730288,9480,中型,推定(ckb+ship_est),3131,SALE10,9480,0.67,5533,5249,8532,0.633,4667,4411,8032,0.61,4210,3969,3267,1.83,3.03
MORU フラワーラウンジ,ACTIVE,オリーブグリーン,50279721763056,9480,中型,推定(ckb+ship_est),3131,SALE10,9480,0.67,5533,5249,8532,0.633,4667,4411,8032,0.61,4210,3969,3267,1.83,3.03
